Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Total_Regional_Sales,Breakout,Years_Since_Release
1,25,10,41.49,29.02,3.77,8.46,82.74,82.74000000000001,1,19.0
2,11,4,29.08,3.58,6.81,0.77,40.24,40.24,1,40.0
3,25,6,15.85,12.88,3.79,3.31,35.82,35.830000000000005,1,17.0
4,25,10,15.75,11.01,3.28,2.96,33.0,33.0,1,16.0
5,5,7,11.27,8.89,10.22,1.0,31.37,31.380000000000003,1,29.0
6,5,5,23.2,2.26,4.22,0.58,30.26,30.26,1,36.0
7,4,4,11.38,9.23,6.5,2.9,30.01,30.01,1,19.0
8,25,3,14.03,9.2,2.93,2.85,29.02,29.01,1,19.0
9,25,4,14.59,7.06,4.7,2.26,28.62,28.61,1,16.0
10,11,8,26.93,0.63,0.28,0.47,28.31,28.31,1,41.0
11,4,9,9.07,11.0,1.93,2.75,24.76,24.75,1,20.0
12,4,6,9.81,7.57,4.13,1.92,23.42,23.43,1,20.0
13,5,7,9.0,6.18,7.2,0.71,23.1,23.09,1,26.0
14,25,10,8.94,8.03,3.6,2.15,22.72,22.72,1,18.0
15,25,10,9.09,8.59,2.53,1.79,22.0,22.0,1,16.0
16,28,3,14.97,4.94,0.24,1.67,21.82,21.82,1,15.0
17,17,0,7.01,9.27,0.97,4.14,21.4,21.39,1,12.0
18,16,0,9.43,0.4,0.41,10.57,20.81,20.81,1,21.0
19,23,4,12.78,3.75,3.54,0.55,20.61,20.62,1,35.0
20,4,3,4.75,9.26,4.16,2.05,20.22,20.22,1,20.0
21,4,7,6.42,4.52,6.04,1.37,18.36,18.35,1,19.0
22,5,4,10.83,2.71,4.18,0.42,18.14,18.14,1,36.0
23,11,4,9.54,3.44,3.84,0.46,17.28,17.28,1,37.0
24,28,0,9.63,5.31,0.06,1.38,16.38,16.380000000000003,1,12.0
25,16,0,8.41,5.49,0.47,1.78,16.15,16.150000000000002,1,23.0
26,6,7,6.06,3.9,5.38,0.5,15.85,15.84,1,23.0
27,4,7,5.57,3.28,5.65,0.82,15.32,15.32,1,15.0
28,4,5,3.44,5.36,5.32,1.18,15.3,15.3,1,20.0
29,16,6,6.85,5.09,1.87,1.16,14.98,14.97,1,24.0
30,28,8,9.03,4.28,0.13,1.32,14.76,14.76,1,14.0
31,5,7,5.89,5.04,3.12,0.59,14.64,14.64,1,27.0
32,28,8,9.67,3.73,0.11,1.13,14.64,14.64,1,15.0
33,2,7,5.17,4.05,4.34,0.79,14.35,14.349999999999998,1,12.0
34,18,8,5.77,5.81,0.35,2.31,14.24,14.239999999999998,1,10.0
35,17,8,4.99,5.88,0.65,2.52,14.03,14.04,1,13.0
36,28,8,8.25,4.3,0.07,1.12,13.73,13.740000000000002,1,13.0
37,28,8,8.52,3.63,0.08,1.29,13.51,13.52,1,16.0
38,17,8,5.54,5.82,0.49,1.62,13.46,13.47,1,14.0
39,16,0,6.99,4.51,0.3,1.3,13.1,13.1,1,24.0
40,25,2,6.75,2.61,2.66,1.02,13.04,13.04,1,17.0
41,17,8,5.98,4.44,0.48,1.83,12.73,12.730000000000002,1,15.0
42,4,9,2.55,3.52,5.33,0.88,12.27,12.28,1,20.0
43,2,6,4.74,3.91,2.67,0.89,12.21,12.21,1,14.0
44,28,8,7.97,2.83,0.13,1.21,12.14,12.14,1,18.0
45,18,0,3.8,5.81,0.36,2.02,11.98,11.989999999999998,1,11.0
46,4,0,4.4,2.77,3.96,0.77,11.9,11.9,1,16.0
47,10,4,6.91,2.85,1.91,0.23,11.89,11.9,1,29.0
48,16,6,3.01,0.01,1.1,7.53,11.66,11.65,1,21.0
49,25,4,6.16,3.4,1.2,0.76,11.52,11.52,1,18.0
50,2,7,4.23,3.37,3.08,0.65,11.33,11.33,1,11.0
51,5,1,6.16,2.04,2.69,0.29,11.18,11.179999999999998,1,33.0
52,28,0,6.76,3.1,0.14,1.03,11.02,11.03,1,17.0
53,15,6,4.02,3.87,2.54,0.52,10.95,10.95,1,28.0
54,2,4,4.89,2.99,2.13,0.78,10.79,10.79,1,14.0
55,17,6,2.96,4.88,0.81,2.12,10.77,10.77,1,15.0
56,17,8,4.99,3.69,0.38,1.63,10.69,10.69,1,16.0
57,17,0,4.76,3.76,0.44,1.62,10.57,10.579999999999998,1,17.0
58,23,4,5.99,2.15,2.12,0.29,10.55,10.55,1,32.0
59,6,7,4.34,2.65,3.15,0.35,10.49,10.49,1,21.0
60,4,4,5.08,3.11,1.25,0.98,10.42,10.42,1,21.0
61,25,3,6.05,3.15,0.0,1.07,10.26,10.27,1,14.0
62,28,8,6.72,2.63,0.04,0.82,10.21,10.21,1,12.0
63,28,8,7.03,1.98,0.08,0.78,9.88,9.87,1,15.0
64,10,6,5.55,1.94,2.23,0.15,9.87,9.87,1,29.0
65,2,4,3.66,3.07,2.47,0.63,9.82,9.830000000000002,1,13.0
66,28,8,6.63,2.36,0.04,0.73,9.76,9.76,1,13.0
67,15,7,3.01,2.47,3.28,0.96,9.72,9.72,1,28.0
68,17,8,4.09,3.73,0.38,1.38,9.59,9.580000000000002,1,12.0
69,25,3,5.84,2.89,0.01,0.78,9.52,9.52,1,15.0
70,15,6,3.88,3.42,1.69,0.5,9.49,9.49,1,26.0
71,28,8,5.91,2.38,0.13,0.9,9.32,9.32,1,18.0
72,23,4,4.36,1.71,3.0,0.23,9.3,9.3,1,31.0
73,28,3,5.58,2.83,0.02,0.77,9.2,9.2,1,12.0
74,2,9,2.01,2.32,4.36,0.41,9.09,9.1,1,13.0
75,4,3,4.46,1.88,1.98,0.7,9.02,9.02,1,18.0
76,28,7,5.03,2.86,0.1,0.85,8.84,8.84,1,14.0
77,23,6,3.54,1.24,3.81,0.18,8.76,8.77,1,33.0
78,18,10,1.11,6.06,0.06,1.26,8.49,8.49,1,10.0
79,25,3,1.79,3.53,2.49,0.68,8.49,8.49,1,15.0
80,29,8,6.82,1.53,0.05,0.08,8.49,8.48,1,21.0
81,25,3,3.81,2.3,1.58,0.73,8.42,8.42,1,18.0
82,4,7,2.91,1.86,3.14,0.43,8.33,8.34,1,13.0
83,17,0,1.06,5.05,0.13,2.01,8.24,8.25,1,13.0
84,13,9,0.98,6.42,0.0,0.71,8.11,8.11,1,16.0
85,10,8,5.8,2.01,0.13,0.15,8.09,8.09,1,28.0
86,25,10,2.58,3.9,0.66,0.91,8.06,8.05,1,18.0
87,16,7,2.91,2.07,2.73,0.33,8.05,8.040000000000001,1,24.0
88,15,7,2.28,1.72,3.63,0.23,7.86,7.86,1,26.0
89,4,7,2.82,1.78,2.69,0.55,7.84,7.839999999999999,1,17.0
90,0,5,7.28,0.45,0.0,0.08,7.81,7.81,1,43.0
91,19,0,2.9,2.83,0.24,1.75,7.72,7.720000000000001,1,20.0
92,25,4,3.66,2.42,0.98,0.64,7.69,7.7,1,15.0
93,18,8,2.93,3.29,0.22,1.23,7.67,7.67,1,10.0
94,18,8,2.8,3.3,0.14,1.37,7.6,7.609999999999999,1,11.0
95,10,0,4.1,1.89,1.45,0.16,7.6,7.6,1,27.0
96,15,4,3.78,2.17,1.31,0.31,7.58,7.569999999999999,1,28.0
97,11,4,5.39,1.18,0.7,0.19,7.46,7.46,1,37.0
98,2,2,3.24,1.35,2.42,0.43,7.45,7.439999999999999,1,11.0
99,28,8,4.79,1.9,0.0,0.69,7.37,7.379999999999999,1,17.0
100,28,8,4.46,2.13,0.06,0.69,7.34,7.34,1,14.0
101,25,0,3.83,2.19,0.6,0.7,7.31,7.319999999999999,1,19.0
102,30,8,4.52,2.09,0.01,0.67,7.3,7.289999999999999,1,10.0
103,25,3,3.51,3.03,0.0,0.73,7.27,7.27,1,16.0
104,17,8,2.85,2.93,0.35,1.1,7.23,7.23,1,14.0
105,16,6,3.27,2.83,0.08,1.02,7.2,7.199999999999999,1,22.0
106,15,2,3.27,2.22,1.4,0.29,7.16,7.180000000000001,1,27.0
107,15,4,3.68,1.75,1.42,0.28,7.13,7.13,1,27.0
108,7,2,4.41,1.04,1.39,0.22,7.07,7.06,1,24.0
109,26,6,3.13,2.07,1.27,0.49,6.96,6.959999999999999,1,11.0
110,18,7,2.47,3.15,0.24,1.1,6.96,6.960000000000001,1,10.0
111,7,6,4.12,1.77,0.87,0.19,6.95,6.950000000000001,1,22.0
112,25,3,4.14,2.21,0.0,0.56,6.91,6.91,1,13.0
113,17,10,0.78,4.32,0.07,1.73,6.9,6.9,1,12.0
114,16,6,2.71,3.02,0.08,1.09,6.9,6.9,1,21.0
115,16,8,2.93,2.75,0.17,0.99,6.83,6.84,1,23.0
116,17,0,2.77,2.8,0.19,1.06,6.83,6.82,1,14.0
117,15,4,3.23,2.35,0.94,0.3,6.82,6.819999999999999,1,29.0
118,25,10,3.5,2.64,0.0,0.67,6.81,6.8100000000000005,1,15.0
119,28,8,4.15,1.92,0.06,0.64,6.76,6.77,1,17.0
120,17,0,3.27,2.25,0.21,1.0,6.73,6.73,1,16.0
121,17,8,3.1,2.3,0.28,1.04,6.72,6.720000000000001,1,18.0
122,17,10,0.84,4.32,0.11,1.42,6.69,6.69,1,14.0
123,4,3,1.67,2.78,1.6,0.62,6.67,6.669999999999999,1,20.0
124,17,0,2.79,2.61,0.17,1.03,6.6,6.6000000000000005,1,15.0
125,18,10,0.79,4.29,0.05,1.47,6.59,6.6,1,11.0
126,25,4,3.25,1.84,1.03,0.47,6.59,6.59,1,15.0
127,17,7,2.55,2.71,0.25,1.05,6.56,6.56,1,14.0
128,11,0,3.74,0.93,1.69,0.14,6.51,6.499999999999999,1,39.0
129,17,0,2.64,2.56,0.16,1.14,6.5,6.5,1,13.0
130,29,8,4.98,1.3,0.08,0.07,6.43,6.430000000000001,1,24.0
131,6,7,2.57,1.58,2.06,0.21,6.41,6.420000000000001,1,21.0
132,16,7,3.64,1.2,1.49,0.07,6.4,6.4,1,23.0
133,5,7,2.55,1.56,1.29,0.99,6.39,6.39,1,25.0
134,28,8,4.34,1.35,0.06,0.61,6.36,6.359999999999999,1,16.0
135,28,0,3.7,1.97,0.09,0.57,6.34,6.33,1,15.0
136,7,4,4.01,1.26,0.87,0.17,6.31,6.31,1,23.0
137,23,2,2.47,0.83,2.87,0.12,6.3,6.29,1,33.0
138,13,7,0.07,6.21,0.0,0.0,6.28,6.28,1,21.0
139,15,0,3.11,2.8,0.02,0.33,6.27,6.26,1,26.0
140,28,10,3.92,1.78,0.03,0.51,6.24,6.24,1,15.0
141,28,8,4.05,1.62,0.07,0.49,6.24,6.23,1,14.0
142,28,8,3.54,1.9,0.07,0.6,6.11,6.109999999999999,1,19.0
143,16,0,2.45,2.01,0.87,0.72,6.05,6.05,1,24.0
144,8,4,4.47,1.2,0.16,0.19,6.03,6.0200000000000005,1,33.0
145,17,0,2.63,1.74,0.83,0.83,6.03,6.03,1,17.0
146,15,0,3.18,1.83,0.78,0.24,6.03,6.03,1,27.0
147,17,0,2.41,2.28,0.28,1.01,5.99,5.98,1,12.0
148,16,7,1.88,0.0,2.33,1.74,5.95,5.95,1,19.0
149,17,4,2.8,2.05,0.17,0.9,5.92,5.92,1,17.0
150,4,7,0.66,0.69,4.35,0.15,5.84,5.85,1,16.0
151,25,0,3.66,1.63,0.0,0.53,5.83,5.82,1,18.0
152,15,0,1.88,1.47,2.02,0.45,5.82,5.819999999999999,1,27.0
153,15,2,2.26,1.89,1.36,0.23,5.74,5.74,1,29.0
154,4,9,3.13,1.94,0.07,0.58,5.72,5.720000000000001,1,19.0
155,18,8,2.49,2.05,0.16,0.96,5.65,5.66,1,11.0
156,11,5,2.97,0.69,1.81,0.11,5.58,5.580000000000001,1,37.0
157,17,0,2.54,1.95,0.21,0.87,5.57,5.57,1,16.0
158,10,2,2.95,0.6,1.97,0.04,5.55,5.5600000000000005,1,26.0
159,28,1,3.28,1.65,0.07,0.55,5.55,5.55,1,18.0
160,17,0,2.7,1.91,0.11,0.8,5.53,5.5200000000000005,1,14.0
161,28,6,2.99,1.92,0.1,0.51,5.51,5.52,1,16.0
162,19,7,0.47,0.57,4.13,0.34,5.5,5.51,1,17.0
163,6,4,3.14,1.24,0.91,0.2,5.49,5.49,1,24.0
164,6,6,2.62,1.64,0.99,0.23,5.47,5.48,1,24.0
165,6,4,3.21,1.11,0.95,0.2,5.46,5.470000000000001,1,24.0
166,10,11,3.18,1.24,0.94,0.09,5.45,5.449999999999999,1,26.0
167,17,8,2.72,1.87,0.0,0.84,5.43,5.43,1,17.0
168,16,4,2.07,2.29,0.24,0.82,5.42,5.42,1,24.0
169,17,3,1.97,2.51,0.0,0.94,5.42,5.42,1,11.0
170,17,7,1.74,1.24,1.87,0.52,5.36,5.369999999999999,1,16.0
171,5,5,2.18,0.96,2.0,0.2,5.34,5.340000000000001,1,36.0
172,5,3,3.02,1.12,1.01,0.16,5.31,5.3100000000000005,1,26.0
173,28,0,3.13,1.71,0.03,0.44,5.3,5.3100000000000005,1,13.0
174,15,7,1.62,0.77,2.78,0.14,5.3,5.31,1,25.0
175,16,7,1.92,1.08,2.11,0.17,5.29,5.279999999999999,1,22.0
176,10,4,3.33,0.79,1.09,0.06,5.27,5.27,1,26.0
177,28,0,3.1,1.56,0.08,0.51,5.27,5.25,1,16.0
178,4,5,1.22,2.48,1.03,0.52,5.26,5.25,1,18.0
179,15,0,2.3,2.46,0.2,0.28,5.24,5.24,1,28.0
181,16,7,0.65,0.75,3.61,0.2,5.21,5.21,1,21.0
182,13,7,2.43,2.15,0.0,0.62,5.2,5.2,1,13.0
183,6,4,2.93,1.25,0.83,0.2,5.2,5.21,1,22.0
184,26,4,2.32,1.3,1.27,0.31,5.19,5.2,1,13.0
185,5,4,2.49,0.98,1.57,0.15,5.19,5.19,1,31.0
186,28,0,1.08,3.48,0.03,0.58,5.18,5.170000000000001,1,13.0
187,4,0,1.9,1.83,0.95,0.49,5.17,5.17,1,18.0
188,23,4,2.1,0.74,2.2,0.11,5.15,5.15,1,30.0
189,2,9,0.96,2.02,1.89,0.28,5.15,5.15,1,12.0
190,4,10,1.64,2.48,0.44,0.58,5.14,5.140000000000001,1,17.0
191,16,8,1.98,2.23,0.13,0.8,5.13,5.14,1,22.0
192,5,4,2.71,0.61,1.7,0.11,5.13,5.13,1,33.0
193,28,7,3.59,1.11,0.05,0.38,5.13,5.13,1,15.0
194,30,8,3.21,1.53,0.01,0.38,5.13,5.13,1,11.0
195,13,9,3.22,1.69,0.0,0.2,5.12,5.11,1,29.0
196,16,3,3.81,0.63,0.0,0.68,5.12,5.12,1,19.0
197,17,0,1.96,1.43,1.08,0.65,5.11,5.12,1,16.0
198,30,0,2.66,2.01,0.0,0.41,5.08,5.08,1,11.0
199,19,0,1.7,2.02,0.16,1.21,5.08,5.09,1,19.0
200,17,10,0.6,3.29,0.06,1.13,5.08,5.08,1,15.0
201,5,4,3.4,1.3,0.15,0.22,5.07,5.07,1,26.0
202,15,0,2.05,1.16,1.11,0.73,5.05,5.050000000000001,1,29.0
203,15,10,3.42,1.38,0.02,0.2,5.02,5.02,1,26.0
204,26,2,2.59,1.06,0.8,0.57,5.02,5.0200000000000005,1,11.0
205,15,11,2.79,1.89,0.0,0.33,5.01,5.01,1,26.0
206,15,4,3.36,1.36,0.07,0.21,5.0,5.0,1,27.0
207,25,8,3.06,1.18,0.29,0.46,5.0,4.99,1,18.0
208,16,3,3.49,0.01,0.01,1.48,4.98,4.99,1,18.0
209,28,7,3.39,1.03,0.09,0.44,4.96,4.95,1,17.0
210,4,7,1.85,1.2,1.54,0.37,4.96,4.96,1,18.0
211,17,0,2.31,1.73,0.12,0.78,4.94,4.94,1,18.0
212,16,10,3.98,0.26,0.01,0.66,4.91,4.91,1,20.0
213,4,0,2.89,1.54,0.0,0.46,4.9,4.89,1,18.0
214,10,6,2.91,0.99,0.89,0.1,4.88,4.89,1,28.0
215,19,7,0.0,0.0,4.87,0.0,4.87,4.87,1,15.0
216,11,5,2.62,0.6,1.52,0.1,4.85,4.84,1,35.0
217,17,0,2.74,1.36,0.12,0.63,4.84,4.8500000000000005,1,15.0
218,13,11,2.56,1.68,0.0,0.59,4.83,4.83,1,15.0
219,17,1,1.91,2.0,0.09,0.83,4.83,4.83,1,18.0
220,17,10,0.57,3.14,0.04,1.07,4.82,4.82,1,11.0
221,15,6,2.57,1.57,0.44,0.21,4.79,4.79,1,26.0
222,18,10,0.28,3.75,0.06,0.69,4.77,4.779999999999999,1,9.0
223,28,0,2.99,1.31,0.04,0.41,4.76,4.750000000000001,1,14.0
224,15,0,2.36,2.1,0.02,0.25,4.73,4.73,1,25.0
225,16,6,1.73,2.19,0.0,0.79,4.7,4.71,1,22.0
226,15,10,3.05,1.41,0.02,0.2,4.68,4.68,1,25.0
227,25,9,1.87,1.12,1.32,0.37,4.68,4.680000000000001,1,17.0
228,16,0,1.94,1.95,0.08,0.7,4.67,4.67,1,23.0
229,28,6,2.08,2.04,0.06,0.47,4.64,4.65,1,14.0
230,15,0,2.29,1.97,0.13,0.24,4.63,4.63,1,29.0
231,25,3,3.06,1.12,0.0,0.44,4.62,4.62,1,18.0
232,23,0,2.42,0.91,1.15,0.13,4.61,4.61,1,34.0
233,7,0,2.6,0.99,0.89,0.13,4.6,4.609999999999999,1,23.0
234,25,10,1.89,1.99,0.22,0.48,4.58,4.58,1,16.0
235,2,0,1.78,1.39,1.1,0.3,4.58,4.569999999999999,1,12.0
236,26,8,1.55,1.15,1.44,0.43,4.57,4.57,1,10.0
237,18,0,1.78,1.87,0.07,0.82,4.55,4.54,1,11.0
238,28,3,3.19,0.92,0.01,0.42,4.53,4.54,1,18.0
239,16,10,4.18,0.26,0.01,0.08,4.53,4.529999999999999,1,21.0
240,0,4,4.21,0.24,0.0,0.05,4.5,4.5,1,44.0
241,16,10,3.63,0.24,0.01,0.61,4.49,4.49,1,19.0
242,16,0,2.71,1.51,0.03,0.23,4.48,4.48,1,23.0
243,15,7,0.2,0.14,4.1,0.02,4.47,4.459999999999999,1,25.0
244,18,0,1.96,1.69,0.08,0.74,4.47,4.47,1,10.0
245,17,8,1.54,1.94,0.19,0.77,4.45,4.44,1,11.0
246,16,0,2.71,1.29,0.02,0.43,4.45,4.449999999999999,1,20.0
247,26,3,2.55,1.11,0.46,0.33,4.44,4.45,1,13.0
248,25,3,2.67,1.35,0.01,0.39,4.42,4.419999999999999,1,15.0
249,16,10,2.66,1.29,0.01,0.46,4.41,4.42,1,24.0
250,16,10,0.1,2.39,1.05,0.86,4.39,4.4,1,19.0
251,28,7,2.82,1.05,0.13,0.4,4.39,4.4,1,19.0
252,11,1,2.19,0.5,1.61,0.08,4.38,4.38,1,38.0
253,16,6,2.03,1.79,0.08,0.47,4.37,4.37,1,20.0
254,17,8,1.73,1.73,0.14,0.75,4.35,4.35,1,19.0
255,8,4,3.03,0.91,0.26,0.13,4.34,4.33,1,34.0
256,16,7,2.2,0.58,1.38,0.17,4.33,4.33,1,20.0
257,28,10,0.92,2.93,0.01,0.46,4.31,4.32,1,12.0
258,28,8,2.75,1.18,0.0,0.37,4.31,4.3,1,11.0
259,0,8,4.0,0.26,0.0,0.05,4.31,4.31,1,45.0
260,28,7,2.51,1.27,0.11,0.41,4.31,4.3,1,17.0
261,30,8,2.64,1.2,0.03,0.39,4.26,4.26,1,10.0
262,26,4,2.11,1.11,0.72,0.3,4.25,4.239999999999999,1,12.0
263,17,0,2.23,1.34,0.07,0.61,4.25,4.25,1,16.0
264,17,0,1.41,2.02,0.1,0.72,4.24,4.25,1,14.0
265,6,3,3.0,1.11,0.05,0.07,4.24,4.23,1,24.0
266,16,0,1.46,0.0,0.83,1.93,4.23,4.22,1,21.0
267,19,4,2.45,1.02,0.0,0.75,4.22,4.220000000000001,1,19.0
268,13,11,1.7,2.27,0.0,0.23,4.21,4.2,1,30.0
269,2,0,2.03,1.27,0.62,0.3,4.21,4.22,1,14.0
270,16,10,0.78,2.55,0.04,0.84,4.21,4.21,1,20.0
271,16,3,0.88,2.3,0.2,0.83,4.2,4.21,1,22.0
272,18,8,1.3,2.07,0.18,0.65,4.2,4.2,1,9.0
273,17,6,1.28,1.83,0.57,0.53,4.2,4.21,1,18.0
274,28,0,2.25,1.47,0.04,0.43,4.19,4.19,1,14.0
275,17,2,2.02,1.06,0.58,0.53,4.19,4.19,1,16.0
276,28,10,0.84,2.79,0.02,0.53,4.19,4.18,1,14.0
277,11,0,3.38,0.44,0.31,0.04,4.17,4.17,1,36.0
278,11,6,2.04,0.48,1.57,0.07,4.16,4.16,1,41.0
279,15,0,3.79,0.27,0.0,0.11,4.16,4.170000000000001,1,28.0
280,16,10,3.36,0.21,0.01,0.56,4.14,4.14,1,23.0
281,18,0,1.4,1.86,0.11,0.77,4.14,4.14,1,11.0
282,13,8,4.03,0.0,0.09,0.0,4.12,4.12,1,28.0
283,23,4,1.65,0.61,1.76,0.09,4.12,4.109999999999999,1,30.0
284,16,10,0.71,2.48,0.03,0.89,4.11,4.109999999999999,1,19.0
285,25,0,2.14,1.2,0.37,0.4,4.1,4.11,1,14.0
286,23,2,1.42,0.51,2.1,0.07,4.1,4.1000000000000005,1,33.0
287,25,3,2.13,1.5,0.05,0.42,4.1,4.1,1,18.0
288,30,7,2.45,1.26,0.01,0.37,4.09,4.09,1,10.0
289,13,7,2.57,1.52,0.0,0.0,4.09,4.09,1,18.0
290,28,7,2.65,1.06,0.04,0.33,4.08,4.08,1,15.0
291,16,0,2.32,0.04,0.04,1.67,4.07,4.07,1,18.0
292,28,6,2.35,1.28,0.03,0.41,4.06,4.069999999999999,1,18.0
293,16,10,0.12,2.26,0.9,0.77,4.06,4.05,1,20.0
294,15,3,2.28,1.55,0.16,0.06,4.05,4.05,1,29.0
295,16,2,1.68,1.51,0.51,0.35,4.05,4.05,1,25.0
296,18,8,1.12,2.12,0.1,0.69,4.03,4.03,1,11.0
297,10,8,2.78,0.58,0.64,0.04,4.03,4.04,1,28.0
298,18,3,1.38,1.87,0.12,0.65,4.02,4.0200000000000005,1,11.0
299,11,10,1.22,0.28,2.46,0.04,4.01,4.0,1,41.0
300,17,7,2.15,1.2,0.07,0.59,4.01,4.01,1,17.0
301,4,5,0.92,1.78,0.92,0.37,4.0,3.99,1,18.0
302,28,8,2.67,0.89,0.05,0.37,3.99,3.98,1,16.0
303,16,3,2.08,1.35,0.0,0.54,3.98,3.97,1,20.0
304,25,10,2.1,1.36,0.06,0.4,3.92,3.92,1,16.0
305,18,0,1.18,1.96,0.08,0.7,3.92,3.92,1,11.0
306,5,4,1.97,0.76,1.07,0.11,3.91,3.91,1,31.0
307,16,10,2.29,1.17,0.01,0.42,3.9,3.89,1,22.0
308,17,0,1.33,1.71,0.13,0.73,3.89,3.9,1,12.0
309,2,7,0.67,0.49,2.62,0.11,3.89,3.89,1,11.0
310,17,6,1.53,1.61,0.06,0.67,3.88,3.87,1,19.0
311,13,7,1.15,2.09,0.0,0.64,3.88,3.88,1,14.0
312,16,2,0.93,1.94,0.31,0.7,3.87,3.88,1,20.0
313,11,7,0.1,0.0,3.77,0.0,3.87,3.87,1,37.0
314,17,10,2.12,1.14,0.1,0.51,3.87,3.87,1,15.0
315,18,10,2.48,0.65,0.03,0.69,3.85,3.85,1,10.0
316,16,10,0.16,1.89,1.12,0.68,3.85,3.85,1,21.0
317,4,3,0.87,1.57,1.05,0.35,3.84,3.84,1,18.0
318,15,3,2.12,1.44,0.22,0.06,3.84,3.84,1,30.0
319,5,0,2.21,0.96,0.54,0.13,3.83,3.84,1,33.0
320,4,7,2.26,0.48,0.81,0.27,3.83,3.82,1,16.0
321,25,3,1.06,1.93,0.41,0.43,3.82,3.830000000000001,1,18.0
322,2,9,1.44,1.37,0.73,0.27,3.81,3.81,1,14.0
323,18,0,1.49,1.58,0.1,0.61,3.79,3.78,1,10.0
324,25,10,1.14,1.91,0.27,0.46,3.78,3.78,1,14.0
325,28,0,2.4,1.03,0.0,0.36,3.78,3.79,1,17.0
326,15,0,1.82,1.24,0.47,0.25,3.77,3.78,1,29.0
327,19,4,1.4,1.4,0.1,0.87,3.77,3.77,1,18.0
328,25,3,1.98,1.47,0.0,0.32,3.76,3.77,1,12.0
329,13,9,2.03,1.56,0.0,0.17,3.76,3.76,1,23.0
330,25,4,1.98,0.88,0.59,0.32,3.76,3.77,1,18.0
331,15,0,1.37,2.0,0.14,0.22,3.73,3.73,1,24.0
332,18,7,0.96,2.0,0.21,0.56,3.73,3.73,1,10.0
333,15,0,1.3,0.77,1.54,0.11,3.72,3.72,1,26.0
334,15,4,1.93,1.58,0.0,0.19,3.71,3.7,1,25.0
335,16,10,0.58,2.48,0.04,0.59,3.7,3.69,1,21.0
336,5,11,1.49,0.73,1.38,0.1,3.7,3.7,1,27.0
337,17,8,1.3,1.51,0.27,0.61,3.69,3.69,1,12.0
338,4,9,1.59,1.61,0.08,0.41,3.69,3.69,1,18.0
339,4,3,0.0,0.0,3.67,0.0,3.67,3.67,1,16.0
340,16,10,2.13,1.18,0.01,0.35,3.67,3.67,1,23.0
341,19,6,1.65,1.22,0.0,0.79,3.66,3.66,1,20.0
342,10,4,1.87,1.13,0.55,0.1,3.65,3.65,1,27.0
343,16,8,2.53,0.81,0.06,0.24,3.65,3.64,1,23.0
344,25,3,2.33,0.97,0.0,0.35,3.65,3.65,1,17.0
345,17,6,0.71,1.8,0.4,0.74,3.64,3.65,1,12.0
346,16,4,2.08,1.09,0.15,0.33,3.64,3.65,1,24.0
347,10,9,2.23,0.68,0.66,0.06,3.63,3.63,1,26.0
348,17,10,0.6,2.46,0.05,0.52,3.63,3.63,1,16.0
349,16,10,0.05,0.0,0.64,2.93,3.63,3.62,1,18.0
350,18,8,1.78,1.42,0.05,0.38,3.63,3.63,1,12.0
351,16,0,2.08,0.83,0.46,0.25,3.62,3.62,1,20.0
352,18,8,1.28,1.61,0.15,0.57,3.61,3.61,1,9.0
353,16,8,1.93,1.22,0.03,0.44,3.61,3.62,1,21.0
354,13,8,2.05,1.4,0.0,0.16,3.61,3.61,1,31.0
355,16,6,2.02,1.17,0.0,0.42,3.61,3.61,1,24.0
356,4,9,1.61,1.5,0.1,0.39,3.61,3.6000000000000005,1,18.0
357,7,0,2.38,0.67,0.46,0.1,3.6,3.61,1,24.0
358,16,8,2.18,1.02,0.03,0.37,3.59,3.6,1,20.0
359,15,2,2.01,1.35,0.06,0.16,3.58,3.58,1,25.0
360,15,4,1.57,1.79,0.0,0.2,3.56,3.5600000000000005,1,28.0
361,16,0,1.56,1.4,0.07,0.5,3.54,3.53,1,19.0
362,16,0,1.23,1.77,0.05,0.49,3.54,3.54,1,23.0
363,15,0,1.66,1.58,0.12,0.18,3.54,3.5400000000000005,1,28.0
364,16,8,1.9,1.13,0.1,0.41,3.53,3.54,1,24.0
365,16,0,1.98,1.14,0.01,0.41,3.53,3.54,1,20.0
366,28,8,2.14,1.08,0.02,0.29,3.53,3.53,1,12.0
367,28,10,0.71,2.4,0.02,0.4,3.53,3.53,1,15.0
368,15,0,1.96,1.33,0.0,0.23,3.52,3.52,1,25.0
369,15,4,2.14,1.21,0.01,0.17,3.52,3.53,1,26.0
370,28,8,2.66,0.5,0.05,0.3,3.52,3.51,1,17.0
371,4,10,1.22,1.66,0.27,0.38,3.52,3.53,1,16.0
372,28,0,2.11,0.94,0.12,0.34,3.51,3.51,1,16.0
373,23,4,1.17,0.5,1.75,0.08,3.51,3.5,1,29.0
374,28,0,2.84,0.39,0.03,0.24,3.5,3.5,1,15.0
375,11,0,1.64,0.38,1.42,0.06,3.5,3.5,1,40.0
376,28,0,2.2,0.97,0.02,0.31,3.5,3.5,1,16.0
377,4,3,0.59,1.83,0.73,0.35,3.5,3.5,1,19.0
379,30,8,1.94,1.22,0.02,0.31,3.49,3.49,1,10.0
